50,40,180,50,2019-02-24,5,"Mr. Martin and his oldest son, Baxter, held the black box securely on the stool until Mr. Summers had stirred the papers thoroughly with his hand. Because so much of the ritual had been forgotten or discarded, Mr. Summers had been successful in having slips of paper substituted for the chips of wood that had been used for generations. Chips of wood, Mr. Summers had argued, had been all very well when the village was tiny, but now that the population was more than three hundred and likely to keep on growing, it was necessary to use something that would fit more easily into the black box. The night before the lottery, Mr. Summers and Mr. Graves made up the slips of paper and put them into the box, and it was then taken to the safe of Mr. Summers’ coal company and locked up until Mr. Summers was ready to take it to the square next morning. The rest of the year, the box was put away, sometimes one place, sometimes another; it had spent one year in Mr. Graves’ barn and another year underfoot in the post office, and sometimes it was set on a shelf in the Martin grocery and left there."
51,32,85,51,2019-03-15,4,"There was a great deal of fussing to be done before Mr. Summers declared the lottery open. There were the lists to make up—of heads of families, heads of households in each family, members of each household in each family. There was the proper swearing-in of Mr. Summers by the postmaster, as the official of the lottery; at one time, some people remembered, there had been a recital of some sort, performed by the official of the lottery, a perfunctory, tuneless chant that had been rattled off duly each year; some people believed that the official of the lottery used to stand just so when he said or sang it, others believed that he was supposed to walk among the people, but years and years ago this part of the ritual had been allowed to lapse. There had been, also, a ritual salute, which the official of the lottery had had to use in addressing each person who came up to draw from the box, but this also had changed with time, until now it was felt necessary only for the official to speak to each person approaching. Mr. Summers was very good at all this; in his clean white shirt and blue jeans, with one hand resting carelessly on the black box, he seemed very proper and important as he talked interminably to Mr. Graves and the Martins"
52,72,9,52,2019-03-05,5,"Just as Mr. Summers finally left off talking and turned to the assembled villagers, Mrs. Hutchinson came hurriedly along the path to the square, her sweater thrown over her shoulders, and slid into place in the back of the crowd. “Clean forgot what day it was,” she said to Mrs. Delacroix, who stood next to her, and they both laughed softly. “Thought my old man was out back stacking wood,” Mrs. Hutchinson went on, “and then I looked out the window and the kids was gone, and then I remembered it was the twenty-seventh and came a-running.” She dried her hands on her apron, and Mrs. Delacroix said, “You’re in time, though. They’re still talking away up there.”"
53,10,113,53,2019-03-03,5,"Mrs. Hutchinson craned her neck to see through the crowd and found her husband and children standing near the front. She tapped Mrs. Delacroix on the arm as a farewell and began to make her way through the crowd. The people separated good-humoredly to let her through; two or three people said, in voices just loud enough to be heard across the crowd, “Here comes your Mrs., Hutchinson,” and “Bill, she made it after all.” Mrs. Hutchinson reached her husband, and Mr. Summers, who had been waiting, said cheerfully, “Thought we were going to have to get on without you, Tessie.” Mrs. Hutchinson said, grinning, “Wouldn’t have me leave m’dishes in the sink, now, would you, Joe?,” and soft laughter ran through the crowd as the people stirred back into position after Mrs. Hutchinson’s arrival."
54,66,130,54,2019-03-09,4,"“Me, I guess,” a woman said, and Mr. Summers turned to look at her. “Wife draws for her husband,” Mr. Summers said. “Don’t you have a grown boy to do it for you, Janey?” Although Mr. Summers and everyone else in the village knew the answer perfectly well, it was the business of the official of the lottery to ask such questions formally. Mr. Summers waited with an expression of polite interest while Mrs. Dunbar answered."
55,15,58,55,2019-02-25,5,"The people had done it so many times that they only half listened to the directions; most of them were quiet, wetting their lips, not looking around. Then Mr. Summers raised one hand high and said, “Adams.” A man disengaged himself from the crowd and came forward. “Hi, Steve,” Mr. Summers said, and Mr. Adams said, “Hi, Joe.” They grinned at one another humorlessly and nervously. Then Mr. Adams reached into the black box and took out a folded paper. He held it firmly by one corner as he turned and went hastily back to his place in the crowd, where he stood a little apart from his family, not looking down at his hand."
56,71,20,56,2019-02-21,4,"People began to look around to see the Hutchinsons. Bill Hutchinson was standing quiet, staring down at the paper in his hand. Suddenly, Tessie Hutchinson shouted to Mr. Summers, “You didn’t give him time enough to take any paper he wanted. I saw you. It wasn’t fair!”"
57,74,120,57,2019-03-15,3,"Em dia fresco e de chuva miuda, viajava eu na estrada de ferro Central."
58,8,121,58,2019-03-16,5,"A locomotiva como que se aprazia a devorar o espaço—na phrase consagrada—por tempo tão grato que dispensava calor, poeira e grandes atrazos, e o jornadear, calculado por tabella official de paradas certas, inflexiveis, sempre as mesmas, era relativamente agradavel."
59,14,97,59,2019-03-16,4,"Vinha de S. Paulo para o Rio de Janeiro em trem que parecia, contra inveterados habitos, dever chegar á hora regulamentar."
60,62,45,60,2019-03-02,3,"Na estação do Cruzeiro, onde desde largos annos—ia dizendo seculos—imperam o porte dominador, a alentada bengala, a energica gesticulação e as barbas medieváes e enchumaçadas do major Novaes, entrou uma familia, regressando de Caxambú."
61,46,185,61,2019-03-06,4,Tudo aquillo ás carreiras se arrumou nos bancos vazios ao lado e ao redor de mim.
62,54,122,62,2019-03-21,3,"Cançado de ler, exgotados os jornaes de S. Paulo, parcos de novidades, e um tanto aborrecido com um romance de Charles Merouvel comprado no Garraux, que não me interessava, nem merecia interesse, puz-me a observar os recem-chegados."
63,21,85,63,2019-03-07,4,"No rosto de todos, a inquietação, concentrada no menino que, apenas sentado, pedira para se deitar."
64,16,54,64,2019-02-24,5,—Sinto-me tão fraco! exclamou dolente. Não tenho mais forças!...
65,39,86,65,2019-03-15,5,"E com muita solicitude, creadas e molecote, auxiliando apressados os amos e obedecendo-lhes ás indicações, arranjaram os meios de dar melhor commodo ao doentinho, cujos pés ião além do banco e se retrahiam de cada vez que passavam os empregados do trem."
66,9,46,66,2019-02-25,5,"Sim, doente, muito doente até. E tão sympathico,[11] tão meigo, uma expressão de tanta doçura na physionomia, nos olhos bem rasgados, pestanudos, negros, scintillantes, mais do que ha vida normal, uns olhos de soffrimento e febre!... Os labios como que reviam sangue, de tão rubros; em compensação, as orelhas, muito grandes, desgraciosamente apartadas, da cabeça, umas orelhas desmarcadas, como as do mallogrado Napoleão IV, mostravão-se brancas, diaphanas, num gráo de deploravel e significativo descoramento."
67,59,82,67,2019-03-03,5,Impressionaram-me logo de principio os modos e as observações do menino.
68,70,84,68,2019-03-19,5,"A cada momento, sorria para os pais com immensa ternura, repassada de melancolia, ainda que n’essa continua e commovedora caricia transparecesse a vontade de lhes incutir coragem e esperanças."
69,25,40,69,2019-03-01,5,"—Apezar de tudo, disse todo superexcitado, estou mais valente do que hontem. Assim mesmo não posso ainda estar olhando pela janella. Que pena! Tinha tanto que ver! Apenas ficar bom havemos de viajar a valer, não é? Levarei os meus cadernos de estudos e lucrarei muito. Não deve haver melhor modo de aprender do que viajar. O livro vai sempre aberto diante dos olhos... E eu, que fazia outra idéa da Mantiqueira... mais sombria, mais cheia de buracões e pedras. Tão catita, que ella é!..."
70,2,129,70,2019-03-10,5,"Afinal, apitou a machina e partiu o barulhento comboio."
71,62,147,71,2019-03-27,5,"—Sentes muita febre, boy? perguntou a mãe com augustia."
72,68,21,72,2019-03-28,5,"Sam Houston should justly be regarded as a great American. He laid his course and steered by it utterly regardless of the opposition. Strong characters are known as much by the enemies that they make as by the friends that they retain. When they launch into a course that they deem is right, they do not depend upon fair winds. They go ahead, if they have real faith. Threats, ridicule and dangers do not daunt them. Sometimes they may pause, to renew their courage; but they proceed again on the same line."
73,39,114,73,2019-03-21,5,The mother of the new candidate for Congress in the Thirteenth District
74,61,202,74,2019-03-14,5,expressed her pride in her son's achievement by cooking for him that
75,2,205,75,2019-03-16,5,"night, with her own hands, a supper of the things he most liked to"
76,66,50,76,2019-03-25,5,"eat, and while the candidate consumed the supper with a gusto that"
77,10,27,77,2019-04-01,4,breathed its ultimate sigh in the comfortable sense of repletion with
78,49,130,78,2019-03-16,5,"which he pushed back his chair, his appreciation ended there, and"
79,58,162,79,2019-03-13,4,half an hour later he left his mother to the usual loneliness of her
80,52,18,80,2019-03-24,5,"widowed life. Sangamon Avenue, where the self-elected better element"
81,34,15,81,2019-03-22,4,"of Grand Prairie had gathered to enjoy the envy of the lower classes,"
82,64,141,82,2019-03-10,5,stretched away under its graceful shade-trees in aristocratic leisure.
83,48,27,83,2019-04-01,4,"The darkness of a summer evening rolled under the elms and oaks, and"
84,38,30,84,2019-03-15,5,blurred the outlines of the tall chimneys and peaked roofs which a new
85,54,188,85,2019-03-27,4,architect coming from the East had lately given to the houses of the
86,1,187,86,2019-03-26,5,"prosperous. Here and there a strip of cool and open lawn, each blade of"
87,73,100,87,2019-03-10,4,"its carefully mown blue-grass threading beads of dew, sparkled in the"
88,18,197,88,2019-04-05,5,white light of the arc lamps that hung at the street crossings. On the
89,15,94,89,2019-04-07,4,"wide verandas which were shrouded in the common darkness, white forms"
90,54,34,90,2019-03-20,3,"could be seen indistinctly, rocking back and forth, and the murmur"
91,35,198,91,2019-03-24,5,"of voices could be heard, in bland and desultory interchange of the"
92,24,119,92,2019-03-27,2,banalities of village life. The avenue had been laid an inch deep in
93,23,51,93,2019-03-30,4,"mud by the garden hose, which might have been seen in the last hours of"
94,6,191,94,2019-03-31,5,"the day, united in a common effort to subdue the dust that puffed in"
95,1,66,95,2019-03-26,5,little white clouds as Grand Prairie's horses stumbled along. Now and
96,20,193,96,2019-03-22,4,"then some surrey, the spokes of its wheels glistening in the electric"
97,61,74,97,2019-04-05,4,"light, went squeaking leisurely by as some family solemnly enjoyed its"
98,67,162,98,2019-04-08,5,"evening drive; now and then some young man, his cigarette glowing into"
99,27,113,99,2019-04-11,5,"a spark of life and then dying away, loitered down town. The only other"
100,24,195,100,2019-03-29,5,life was represented by the myriads of insects feverishly rising and
101,40,134,101,2019-03-19,5,"falling in clouds about the arc lamps, or some silent bat describing"
102,7,201,102,2019-03-25,5,"vast circles in the darkness, and at intervals swinging into the light"
103,37,166,103,2019-03-29,5,"on membranous wings to snatch her evening meal, bite by bite, from that"
104,18,78,104,2019-04-11,5,"mass of strenuous, purposeless animal life."
105,65,118,105,2019-04-12,5,The crowd began its cheering as the engine slid on past the
106,33,60,106,2019-04-14,5,"weather-beaten station and stopped, puffing importantly as if it knew"
107,17,74,107,2019-03-24,1,"how big a load it had hauled. And then the candidate appeared, and"
108,6,78,108,2019-04-15,5,"midway in a cheer the crowd ceased, stricken into silence by the sight"
109,13,156,109,2019-04-12,5,"of him. He stood for an instant, pale and distinguished, a smile on"
110,8,55,110,2019-04-05,5,"his cleanly chiseled face, an impersonal smile, almost the smile of a"
111,43,92,111,2019-04-17,5,"child, as if he were unaccustomed to all about him, crowd, committees,"
112,24,136,112,2019-04-16,5,"even the steps of the railway carriage, for three men helped him down"
113,35,68,113,2019-03-29,5,these as if he could not know how such things were done and might
114,72,50,114,2019-03-28,5,"injure himself. Looking carefully to his right and to his left, still"
115,41,120,115,2019-04-19,5,"with that impersonal smile on his face, the candidate set his patent"
116,2,17,116,2019-04-19,5,"leather boots to the splintered platform, and then sighing ""Ah!"" looked"
117,58,196,117,2019-04-22,4,around over the crowd.
118,65,115,118,2019-04-13,4,"It was all confusion where they stood, but Rankin was already beside"
119,45,79,119,2019-04-24,4,"the candidate, calling him ""Mr. President"" as he introduced to him"
120,72,116,120,2019-04-18,4,promiscuously men who had pressed forward grinning in a not altogether
121,49,3,121,2019-04-11,4,hopeless embarrassment. All this time the chairman of the Logan County
122,13,103,122,2019-04-08,4,"committee was fluttering about, striving to recall the orderly scheme"
123,51,205,123,2019-04-18,4,of arrangement he had devised for the occasion. He had written it
124,13,199,124,2019-04-21,4,"all out on a slip of paper the night before, having the carriages"
125,73,108,125,2019-04-27,4,"numbered, and, in a bracket set against each number, the names of those"
126,13,38,126,2019-04-28,3,"who were to ride in that carriage, just as he had seen the thing done"
127,5,143,127,2019-04-29,4,at a funeral. But now he found that he had left his slip of paper at
128,38,149,128,2019-04-16,3,"home, and he found that he had forgotten the arrangement as well, just"
129,68,3,129,2019-05-01,4,as a man in the cold hour of delivery forgets a speech he has written
130,29,111,130,2019-04-24,3,out and burdened his memory with. As the chairman turned this way and
131,12,28,131,2019-04-10,4,"that, several of his townsmen noticing the indecision and perplexity"
132,61,138,132,2019-04-18,5,"written on his face, with the pitiless American sense of humor,"
133,26,25,133,2019-04-10,5,mockingly proposed:
134,13,41,134,2019-04-24,5,"—Oh! elles têm saúde; eu nunca mais hei de tel-a, ainda que escape d’esta... Tambem, d’ora em diante saberei arredar-me sempre de vallas abertas... Verdade é que me diverti tanto!"
135,39,193,135,2019-04-20,5,"Odakünn, őrködő fényeivel, a távoli villamgöbök lilaszín sorozatával,"
136,10,141,136,2019-04-27,5,"mint egy nagy ravatal ragyogott az este, a ritka járókelők árnyszerű"
137,54,18,137,2019-04-24,5,"tovasiklásával a kihalt utcák céltalanságán. A körút sarkán, hirtelen,"
138,58,141,138,2019-04-17,5,egy-egy rajongó leány tünt fel mint az őrszem s rögtön vissza is
139,59,185,139,2019-04-18,5,kotródott a sötét mellékutcán. Egy-egy villamos gurult a gyér utasok
140,4,96,140,2019-04-23,5,"merevségével, sárga fényekben és frenetikus csilingeléssel az alvó házak"
141,8,30,141,2019-05-02,5,"sorfala között. És a terézvárosi templom tornya, az óralap méla"
142,60,200,142,2019-04-17,5,"szemével, valami meredező kimérának tünt, amint súlyos tömegével"
143,72,108,143,2019-04-30,5,"elveszve a homályban, mozdulatlanul bőgte ki magából a tízórai"
144,38,126,144,2019-04-25,1,harangkongást.
145,45,149,145,2019-05-02,3,"Ment tovább, megbékülten, a szivarját szítta kifeszült mellel, dacosan"
146,22,84,146,2019-05-10,4,mint egy úr s közönnyel átengedte magát az esti séta hangulatának. A
147,15,131,147,2019-05-04,5,"teli gyomor s a sör utóíze a füsttel keverődvén, csöndes"
148,56,77,148,2019-05-09,5,megelégedettséggel fűtötte át homályos érzéshálózatát és nyers
149,59,94,149,2019-05-10,5,"élnivágyása a néptelen utcán, az útszéli leánycsapatban, némi távoli"
150,72,69,150,2019-05-06,5,"fényekben, sőt egy-egy autókürt hangjában is örömöket talált."
151,65,188,151,2019-05-10,5,"Szimatolva, a sötét kapualjak szorongó szerelmeseit vizsgálta, tömör"
152,62,175,152,2019-05-03,4,"szakácsnékat és ájult kis bakákat a homályban, majd egy-egy világos"
153,7,33,153,2019-04-20,5,"ablakon akadt meg kalandos tekintete, ahol a lebocsátott"
154,20,72,154,2019-04-27,4,"függönyfelületre fantasztikus árnyképek vetődtek. És mégis, hirtelen,"
155,74,140,155,2019-04-29,5,"egy sóhaja szállt, a fejét lehorgasztotta. S a saját lépteit figyelgetve"
156,68,99,156,2019-05-08,5,"már, szegény elnyűtt lábait a járdán, izzó buvárgatással holmi"
157,74,107,157,2019-05-03,5,"pénztárcákat kutatott, elkallódott ékszereket keresgélt az utcák"
158,5,87,158,2019-04-23,5,"szemetében. Más fölnéz, ő lebámult, – más! Miért hivatkozni boldogabb"
159,63,136,159,2019-04-24,5,"lelkek nosztalgiáira, mikor ez is, szegény, csak élt ahogy tudott,"
160,68,163,160,2019-05-12,4,"magányos ember, aki ment, hogy betöltse a sorsát, bús szürke legény,"
161,30,37,161,2019-05-20,5,"akire milliárd csillag ragyogott felülről, miközben hirtelen feldühödve,"
162,38,146,162,2019-05-13,4,egy üres gyufaskatulyát rúgott fel a járdán és rugdosta utcahosszat maga
163,69,145,163,2019-05-11,5,"előtt, az út széléig, ahol unottan eltaposta végül."
164,10,108,164,2019-04-30,4,"Most már nem volt hátra más, mint megvárni Marosi Lórit, a kis kávéház"
165,43,165,165,2019-05-18,5,"küszöbénél s elmenni vele hazáig, vagy azontúl, ki tudja! Holott alig"
166,28,80,166,2019-05-10,3,"vonzódott már. A vágya elhült, a Lóri képe, csendesen kialudt a"
167,48,1,167,2019-05-03,5,"szívében, mintha azt is eltaposta volna azzal a szemét kis dobozzal."
168,57,154,168,2019-05-20,3,Estéli emlékei sorra eltünedeztek s amint a szivarja végét is
169,69,150,169,2019-05-03,5,"elhajította s a körömnyi maradék, még egyre parázslón, csak fénylett"
170,12,17,170,2019-05-21,4,"mögötte két kőkocka közt: mintha távoli partok tünő tüze lett volna,"
171,48,51,171,2019-05-02,4,"amelyhez semmi köze többé. Ellágyulva és felzaklatva, régi dolgai"
172,39,11,172,2019-05-11,3,"gyötörték e bús jelen nyomorába fúlva, a régi sütődék boszorkánypincéje,"
173,66,22,173,2019-05-09,5,"az utolsó állomás kenyérkemencéje, a tűznyílás parázsrózsái, melyeknek"
174,2,193,174,2019-05-04,4,"meghajlott gerinccel a meztelen vállát szegezte, a nagy fejét"
175,8,79,175,2019-05-19,5,"elkopaszodva, a banán orrát, a melegtől megpörkölten – s mi minden még,"
176,54,158,176,2019-05-15,5,ami e multakból felmerült előtte! A világos péküzlet odafönn a
177,57,9,177,2019-05-07,4,"Zerge-utca sarkán, a sárgás zsemlyék mint a narancsok, a kiszolgáló"
178,43,19,178,2019-05-11,3,"kisasszonyok fehérben s valaki még fehérebben, kivirultan, isteniesen, a"
179,58,119,179,2019-05-08,4,"két fiatal karjának imádandó tündöklésében, amint a pénztárban ült, mint"
180,59,153,180,2019-05-27,5,"egy királynő s olykor rámosolygott, csak a szeme játékával, az ajkát"
181,18,32,181,2019-05-07,5,bevonva titkon úgy mosolygott amikor a friss kenyereket hordva föl
182,55,67,182,2019-05-29,4,"elébe, megjelent meztelen mellel a fal tövében, mint egy tűzisten,"
183,74,201,183,2019-05-06,5,"kigyúlva! A pékné, aki nézte uram isten, s akihez e robotban, lehajtott"
184,8,136,184,2019-05-18,4,"fejjel, alig hogy felpillantani mert, szikár rabszolga a kenyerei"
185,61,196,185,2019-05-30,5,"terhével, a tűztől bronzszínű karjain! Mindaz, ami elmult, ami élt"
186,22,25,186,2019-05-25,5,"mögötte, tikkasztó alkonyatok, friss kenyérszag s két női szem amint"
187,48,88,187,2019-05-19,4,"végigsiklik rajta s felperzseli a bőrét a titkok édes tekintetével, mult"
188,65,140,188,2019-05-31,5,éjszakák és mult vasárnapok amint holtrafáradtan leste órák hosszat egy
189,31,105,189,2019-05-30,4,"röpke szó, egy hitvány fejbólintás gyönyöréért, egy szaváért, mely oly"
190,47,35,190,2019-06-02,5,"ritkán ha megcsendült, az elfulladt vágy s a kivánság olthatatlan kínja,"
191,5,86,191,2019-05-20,5,"mind a szívébe markolt, mind, amint elkábultan és szédüldözve már, egy"
192,65,131,192,2019-05-29,4,falnak dőlt és röhögött:
193,22,39,193,2019-06-04,4,– A pékné!
194,33,29,194,2019-05-24,5,"Hát igen, ott volt előtte, hogyne, a pékné, a túlsó sarkon a"
195,50,115,195,2019-05-29,5,"Király-szinház kapui előtt. A pékné, amint élt s virult, igért és"
196,36,164,196,2019-05-16,4,"hazudott, a pékné, atyám, a kék szemével, a bevont ajkával, a keblének"
197,64,155,197,2019-06-08,5,"két ezüst almájával, a pékné üdén és omlatag fehérben, a hattyuprémek"
198,42,48,198,2019-05-26,5,"fejedelemségében, ott vonult el a tömegben, s a szőke feje ragyogott az"
199,48,24,199,2019-05-21,4,"estében! Elhülve nézte, mozdulatlanul, s magába szítta, mint a fényt. A"
200,63,54,200,2019-06-08,5,"tumultusból kiválasztotta, kiemelte mint egy bálványt, csak őt látta,"
201,43,69,201,2019-06-02,4,"csak őt követte, visszafojtott lélegzettel, a falnak tapadva, hogy meg"
202,39,113,202,2019-05-24,3,"ne zavarja, hogy el ne tünjön s mereven a nyakát kinyujtotta utána, mint"
203,35,197,203,2019-05-23,4,"a ló holtra szomjadtan, az egész nyakát, megnyulva a térben, a torz feje"
204,38,131,204,2019-06-16,5,"vonaglásával. Oh dehogy is tünt el, sőt, enyhén megállott, elbűvölő"
205,7,118,205,2019-06-11,4,"fiatal jelenség, viruló kis polgárasszony a prémjeibe burkoltan s a"
206,65,18,206,2019-06-02,5,"szoknyáját megemelve a zománcos pikkely csillogásával, a pazar ruháját"
207,50,164,207,2019-06-13,5,"két apró lába fölött, melyek leányos kecsességgel, félénken, egymáshoz"
208,34,155,208,2019-06-13,4,"szorultak, mintegy szokatlanul és gène-ben a kövön. És nyugtalan"
209,67,76,209,2019-06-08,5,"elnézett a feltorlódó kocsisoron, amint mögötte s körülötte, a"
210,19,50,210,2019-05-26,4,"Király-szinház kapuján, kitódult a tömeg, a kalapok, ruhák, meztelen"
211,3,38,211,2019-06-02,3,"vállak, kihevült arcok s meglazult hajfürtök százféle formáiban, röpködő"
212,5,33,212,2019-06-11,5,"női tarsolyok és szinházi látcsövek keverékében, színes tolongás az"
213,32,201,213,2019-06-09,4,"éjnek lendülten, betelt örömök hullámzásával."
214,56,71,214,2019-06-09,3,"Kocsit várt, keresett, olykor szólítgatott is, de a hangja alig"
215,2,40,215,2019-06-10,4,"hallatszott a térben, magányos madársipongás szopránja, kis üde női szó,"
216,74,146,216,2019-06-19,3,"ami elveszett. És intett is a gyönyörü karjával, mint az opál"
217,5,4,217,2019-06-12,4,"fényrezgése az éjben, amint kibujt és kinyúlott a prémtömegek, a bő"
218,63,124,218,2019-06-08,5,"ujjak alól, az eleven hús üdeségével. Még nézte onnan, a fal tövéből,"
219,32,77,219,2019-06-01,5,"elfúlva és roskadozva s aztán, hirtelen, áttántorgott hozzá levett"
220,51,73,220,2019-06-22,5,"kalappal, drága ember és megállott előtte meggörbülten. A pékné volt,"
221,59,182,221,2019-06-25,5,"igen a pékné, így közelről is, isteni Rausch Mária asszony, tavaszi"
222,16,139,222,2019-06-03,5,"Mária, mindössze még fehérebben, még vonzóbban, még kedvesebben, az"
223,26,52,223,2019-06-14,5,"ékszerei szikrázásával a prémjei fölött, mint egy királyi ágyastárs,"
224,73,180,224,2019-06-21,5,"derüs, világos, ragyogó, a szőke hajak koronájával. Mit mondjon? Remegő"
225,28,140,225,2019-06-07,5,"ajka, egy-egy csöndes szó formáján vonaglott, az orra megnyult – de hát"
226,73,192,226,2019-06-27,5,"mit mondjon? Mégis, valamit hebegett, valami választ is várt, de a kék"
227,19,109,227,2019-06-24,5,"szemü Mária megriadva nézte, miközben kis nyugtalan mozdulatokkal az"
228,64,151,228,2019-06-22,5,erszényében keresgélt.
229,47,182,229,2019-06-06,5,"Odakünn, őrködő fényeivel, a távoli villamgöbök lilaszín sorozatával,"
230,44,13,230,2019-06-30,5,"mint egy nagy ravatal ragyogott az este, a ritka járókelők árnyszerű"
231,74,194,231,2019-06-09,4,"tovasiklásával a kihalt utcák céltalanságán. A körút sarkán, hirtelen,"
232,2,104,232,2019-06-25,5,egy-egy rajongó leány tünt fel mint az őrszem s rögtön vissza is
233,34,14,233,2019-06-20,4,kotródott a sötét mellékutcán. Egy-egy villamos gurult a gyér utasok
234,31,125,234,2019-06-11,5,"merevségével, sárga fényekben és frenetikus csilingeléssel az alvó házak"
235,27,81,235,2019-06-11,4,"sorfala között. És a terézvárosi templom tornya, az óralap méla"
236,3,22,236,2019-06-13,5,"szemével, valami meredező kimérának tünt, amint súlyos tömegével"
237,64,173,237,2019-06-23,4,"elveszve a homályban, mozdulatlanul bőgte ki magából a tízórai"
238,12,178,238,2019-06-15,5,harangkongást.
239,46,133,239,2019-06-27,4,"Ment tovább, megbékülten, a szivarját szítta kifeszült mellel, dacosan"
240,19,84,240,2019-07-07,5,mint egy úr s közönnyel átengedte magát az esti séta hangulatának. A
241,41,80,241,2019-06-20,4,"teli gyomor s a sör utóíze a füsttel keverődvén, csöndes"
242,71,5,242,2019-06-19,5,megelégedettséggel fűtötte át homályos érzéshálózatát és nyers
243,66,18,243,2019-06-17,4,"élnivágyása a néptelen utcán, az útszéli leánycsapatban, némi távoli"
244,55,35,244,2019-07-06,3,"fényekben, sőt egy-egy autókürt hangjában is örömöket talált."
245,36,119,245,2019-07-04,5,"Szimatolva, a sötét kapualjak szorongó szerelmeseit vizsgálta, tömör"
246,2,108,246,2019-07-02,2,"szakácsnékat és ájult kis bakákat a homályban, majd egy-egy világos"
247,38,195,247,2019-06-26,4,"ablakon akadt meg kalandos tekintete, ahol a lebocsátott"
248,22,156,248,2019-07-13,5,"függönyfelületre fantasztikus árnyképek vetődtek. És mégis, hirtelen,"
249,42,80,249,2019-07-15,5,"egy sóhaja szállt, a fejét lehorgasztotta. S a saját lépteit figyelgetve"
250,74,206,250,2019-07-05,4,"már, szegény elnyűtt lábait a járdán, izzó buvárgatással holmi"
251,35,2,251,2019-06-26,4,"pénztárcákat kutatott, elkallódott ékszereket keresgélt az utcák"
252,21,144,252,2019-07-15,5,"szemetében. Más fölnéz, ő lebámult, – más! Miért hivatkozni boldogabb"
253,29,204,253,2019-06-27,5,"lelkek nosztalgiáira, mikor ez is, szegény, csak élt ahogy tudott,"
254,37,59,254,2019-06-27,5,"magányos ember, aki ment, hogy betöltse a sorsát, bús szürke legény,"
255,66,181,255,2019-07-21,5,"akire milliárd csillag ragyogott felülről, miközben hirtelen feldühödve,"
256,24,44,256,2019-06-26,5,egy üres gyufaskatulyát rúgott fel a járdán és rugdosta utcahosszat maga
257,64,120,257,2019-07-19,5,"előtt, az út széléig, ahol unottan eltaposta végül."
258,21,41,258,2019-07-01,5,"Most már nem volt hátra más, mint megvárni Marosi Lórit, a kis kávéház"
259,13,191,259,2019-07-19,5,"küszöbénél s elmenni vele hazáig, vagy azontúl, ki tudja! Holott alig"
260,35,106,260,2019-07-14,5,"vonzódott már. A vágya elhült, a Lóri képe, csendesen kialudt a"
261,24,18,261,2019-07-07,1,"szívében, mintha azt is eltaposta volna azzal a szemét kis dobozzal."
262,57,10,262,2019-07-03,5,Estéli emlékei sorra eltünedeztek s amint a szivarja végét is
263,46,62,263,2019-07-23,5,"elhajította s a körömnyi maradék, még egyre parázslón, csak fénylett"
264,51,20,264,2019-07-22,5,"mögötte két kőkocka közt: mintha távoli partok tünő tüze lett volna,"
265,52,151,265,2019-07-01,5,"amelyhez semmi köze többé. Ellágyulva és felzaklatva, régi dolgai"
266,21,198,266,2019-07-20,5,"gyötörték e bús jelen nyomorába fúlva, a régi sütődék boszorkánypincéje,"
267,50,31,267,2019-07-23,5,"az utolsó állomás kenyérkemencéje, a tűznyílás parázsrózsái, melyeknek"
268,17,108,268,2019-07-01,5,"meghajlott gerinccel a meztelen vállát szegezte, a nagy fejét"
269,9,12,269,2019-07-07,5,"elkopaszodva, a banán orrát, a melegtől megpörkölten – s mi minden még,"
270,24,41,270,2019-07-06,5,ami e multakból felmerült előtte! A világos péküzlet odafönn a
271,70,176,271,2019-07-20,4,"Zerge-utca sarkán, a sárgás zsemlyék mint a narancsok, a kiszolgáló"
272,4,84,272,2019-07-29,4,"kisasszonyok fehérben s valaki még fehérebben, kivirultan, isteniesen, a"
273,45,21,273,2019-07-10,4,"két fiatal karjának imádandó tündöklésében, amint a pénztárban ült, mint"
274,24,66,274,2019-07-12,4,"egy királynő s olykor rámosolygott, csak a szeme játékával, az ajkát"
275,31,68,275,2019-07-07,4,bevonva titkon úgy mosolygott amikor a friss kenyereket hordva föl
276,56,77,276,2019-07-17,4,"elébe, megjelent meztelen mellel a fal tövében, mint egy tűzisten,"
277,53,39,277,2019-07-09,4,"kigyúlva! A pékné, aki nézte uram isten, s akihez e robotban, lehajtott"
278,44,41,278,2019-07-11,4,"fejjel, alig hogy felpillantani mert, szikár rabszolga a kenyerei"
279,38,105,279,2019-07-10,4,"terhével, a tűztől bronzszínű karjain! Mindaz, ami elmult, ami élt"
280,15,12,280,2019-07-10,3,"mögötte, tikkasztó alkonyatok, friss kenyérszag s két női szem amint"
281,29,57,281,2019-08-05,4,"végigsiklik rajta s felperzseli a bőrét a titkok édes tekintetével, mult"
282,48,42,282,2019-08-03,3,éjszakák és mult vasárnapok amint holtrafáradtan leste órák hosszat egy
283,8,23,283,2019-08-02,4,"röpke szó, egy hitvány fejbólintás gyönyöréért, egy szaváért, mely oly"
284,73,125,284,2019-07-13,3,"ritkán ha megcsendült, az elfulladt vágy s a kivánság olthatatlan kínja,"
285,34,46,285,2019-07-30,4,"mind a szívébe markolt, mind, amint elkábultan és szédüldözve már, egy"
286,57,33,286,2019-08-06,5,falnak dőlt és röhögött:
287,41,198,287,2019-07-29,5,– A pékné!
288,60,156,288,2019-07-19,5,"Hát igen, ott volt előtte, hogyne, a pékné, a túlsó sarkon a"
